##############################
# Data for ETH_0
# CMD  ADDRESS      DATA
w      081b8080004    913c0808
w      081b8080008    913d0202
w      081b808000c    913c4040
w      081b8080010    91581010
w      081b8080014    91680202
w      081b8080018    b0000005
w      081b808001c    900d7f00
w      081b8080020    903a0100
w      081b8080024    9038fea0
w      081b8080028    9039ff02
w      081b808002c    903a7c20
w      081b8080030    903cff00
w      081b8080034    903d0f04
w      081b8080038    903a0101
w      081b808003c    913d0101
w      081b8080040    913c2020
w      081b8080044    913c1010
w      081b8080048    91586c6c
w      081b808004c    91680404
w      081b8080050    b0000064
w      081b8080054    915c0202
w      081b8080058    91690301
w      081b808005c    b0000005
w      081b8080060    91690404
w      081b8080064    d0000004
w      081b8080068    200001c1
w      081b808006c    104803fe
w      081b8080070    61070010
w      081b8080074    90110404
w      081b8080078    91680808
w      081b808007c    b0000064
w      081b8080080    00000000
w      081b8080084    91680800
w      081b8080088    b0000064
w      081b808008c    90110400
w      081b8080090    00000000
w      081b8080094    91690400
w      081b8080098    b0000005
w      081b808009c    91680400
w      081b80800a0    b0000064
w      081b80800a4    91586c00
w      081b80800a8    913c3000
w      081b80800ac    913d0500
w      081b80800b0    91680200
w      081b80800b4    b000000a
w      081b80800b8    91581000
w      081b80800bc    90a00700
w      081b80800c0    915c0200
w      081b80800c4    913cc000
w      081b80800c8    913d0200
w      081b80800cc    913c0800
w      081b80800d0    00000000
w      081b80800d4    c0000000
w      081b80800d8    c0000000
w      081b80800dc    c0000000
w      081b80800e0    90db8000
w      081b80800e4    90390100
w      081b80800e8    900c0202
w      081b80800ec    900d0101
w      081b80800f0    900c0808
w      081b80800f4    90180202
w      081b80800f8    901c0202
w      081b80800fc    00000000
w      081b8080100    900d0202
w      081b8080104    00000000
w      081b8080108    90100303
w      081b808010c    900c4040
w      081b8080110    90200200
w      081b8080114    b0000064
w      081b8080118    90200202
w      081b808011c    900c2020
w      081b8080120    90185c5c
w      081b8080124    90100300
w      081b8080128    90200100
w      081b808012c    b0000064
w      081b8080130    90200101
w      081b8080134    90240c0c
w      081b8080138    90250101
w      081b808013c    b0000064
w      081b8080140    901c9898
w      081b8080144    901d0101
w      081b8080148    901c0101
w      081b808014c    900c8080
w      081b8080150    90182020
w      081b8080154    913cff00
w      081b8080158    913d0101
w      081b808015c    913d0100
w      081b8080160    90db8080
w      081b8080164    90240101
w      081b8080168    b0000064
w      081b808016c    90ec1f1f
w      081b8080170    901c6464
w      081b8080174    90ec0100
w      081b8080178    b0000001
w      081b808017c    00000000
w      081b8080180    90ec0101
w      081b8080184    901c6400
w      081b8080188    90240100
w      081b808018c    b0000064
w      081b8080190    00000000
w      081b8080194    9108c000
w      081b8080198    911b0400
w      081b808019c    901c9800
w      081b80801a0    901d0100
w      081b80801a4    901c0100
w      081b80801a8    90240c00
w      081b80801ac    90250100
w      081b80801b0    b0000064
w      081b80801b4    913d1000
w      081b80801b8    913cff00
w      081b80801bc    913d0101
w      081b80801c0    913d0100
w      081b80801c4    910aff00
w      081b80801c8    91090202
w      081b80801cc    91090200
w      081b80801d0    b0000005
w      081b80801d4    90100303
w      081b80801d8    900c2000
w      081b80801dc    90187c00
w      081b80801e0    900cc000
w      081b80801e4    90100300
w      081b80801e8    00000000
w      081b80801ec    900d0200
w      081b80801f0    901c0200
w      081b80801f4    90180200
w      081b80801f8    900c0800
w      081b80801fc    900d0100
w      081b8080200    900c0200
w      081b8080204    00000000
w      081b8080208    c0000000
w      081b808020c    c0000000
w      081b8080210    50070034
w      081b8080214    10480040
w      081b8080218    200041e6
w      081b808021c    41c0008c
w      081b8080220    500701e4
w      081b8080224    1018ffff
w      081b8080228    1008ffff
w      081b808022c    4200008f
w      081b8080230    90390400
w      081b8080234    90341000
w      081b8080238    40000091
w      081b808023c    90390404
w      081b8080240    90341010
w      081b8080244    c0000000
w      081b8080248    44000000
w      081b808024c    911e2000
w      081b8080250    44000000
w      081b8080254    9130ff80
w      081b8080258    9131ffd4
w      081b808025c    f0000093
w      081b8080260    91421e12
w      081b8080264    90140700
w      081b8080268    90344040
w      081b808026c    90ed0600
w      081b8080270    9070f040
w      081b8080274    90711f08
w      081b8080278    d0000006
w      081b808027c    1048000f
w      081b8080280    61070038
w      081b8080284    f0000084
w      081b8080288    00000000
w      081b808028c    9130ff80
w      081b8080290    9131ffd4
w      081b8080294    f0000093
w      081b8080298    91421e12
w      081b808029c    90140701
w      081b80802a0    90344040
w      081b80802a4    90ed0600
w      081b80802a8    9070f040
w      081b80802ac    90711f08
w      081b80802b0    d0000006
w      081b80802b4    1048000f
w      081b80802b8    61070038
w      081b80802bc    f0000084
w      081b80802c0    00000000
w      081b80802c4    9130ff80
w      081b80802c8    9131ffd4
w      081b80802cc    f0000093
w      081b80802d0    91421e12
w      081b80802d4    90140701
w      081b80802d8    90344000
w      081b80802dc    90ed0600
w      081b80802e0    9070f040
w      081b80802e4    90711f08
w      081b80802e8    d0000006
w      081b80802ec    1048000f
w      081b80802f0    61070038
w      081b80802f4    f0000084
w      081b80802f8    00000000
w      081b80802fc    9130ff40
w      081b8080300    9131ffce
w      081b8080304    f0000093
w      081b8080308    91421e12
w      081b808030c    90140701
w      081b8080310    90344000
w      081b8080314    90ed0600
w      081b8080318    9070f040
w      081b808031c    90711f08
w      081b8080320    d0000006
w      081b8080324    1048000f
w      081b8080328    61070038
w      081b808032c    f0000084
w      081b8080330    00000000
w      081b8080334    9130ff00
w      081b8080338    9131ffa5
w      081b808033c    f0000093
w      081b8080340    91421e12
w      081b8080344    90140702
w      081b8080348    90344000
w      081b808034c    90ed0600
w      081b8080350    9070f040
w      081b8080354    90711f08
w      081b8080358    d0000006
w      081b808035c    1048000f
w      081b8080360    61070038
w      081b8080364    f0000084
w      081b8080368    00000000
w      081b808036c    00000000
w      081b8080370    c0000000
w      081b8080374    00000000
w      081b8080378    c0000000
w      081b808037c    00000000
w      081b8080380    c0000000
w      081b8080384    949f8000
w      081b8080388    91c01000
w      081b808038c    91640101
w      081b8080390    91510200
w      081b8080394    91504040
w      081b8080398    91c40200
w      081b808039c    91b50101
w      081b80803a0    91b60202
w      081b80803a4    91600202
w      081b80803a8    9148fe82
w      081b80803ac    91490707
w      081b80803b0    91480100
w      081b80803b4    91501010
w      081b80803b8    91540303
w      081b80803bc    96ec8000
w      081b80803c0    b0000064
w      081b80803c4    96ec8080
w      081b80803c8    91500808
w      081b80803cc    915c6767
w      081b80803d0    91540300
w      081b80803d4    96ed0100
w      081b80803d8    b0000064
w      081b80803dc    96ed0101
w      081b80803e0    97000c0c
w      081b80803e4    97010101
w      081b80803e8    b0000064
w      081b80803ec    91610606
w      081b80803f0    91624242
w      081b80803f4    91600101
w      081b80803f8    91628080
w      081b80803fc    50270494
w      081b8080400    104900c0
w      081b8080404    200045e6
w      081b8080408    50470494
w      081b808040c    104a0300
w      081b8080410    200049e8
w      081b8080414    50670494
w      081b8080418    104b0003
w      081b808041c    9494c300
w      081b8080420    94950300
w      081b8080424    b0000005
w      081b8080428    91510101
w      081b808042c    10400000
w      081b8080430    104800c0
w      081b8080434    200021e6
w      081b8080438    41410115
w      081b808043c    30000207
w      081b8080440    200041c6
w      081b8080444    61070494
w      081b8080448    b0000005
w      081b808044c    200041e6
w      081b8080450    4000010e
w      081b8080454    10400000
w      081b8080458    10480300
w      081b808045c    200021e8
w      081b8080460    4142011f
w      081b8080464    30000207
w      081b8080468    200041c8
w      081b808046c    61070494
w      081b8080470    b0000005
w      081b8080474    200041e8
w      081b8080478    40000118
w      081b808047c    10400000
w      081b8080480    10480003
w      081b8080484    200021e0
w      081b8080488    41430127
w      081b808048c    30000207
w      081b8080490    61070494
w      081b8080494    b0000005
w      081b8080498    40000122
w      081b808049c    915c1818
w      081b80804a0    94bcff00
w      081b80804a4    94bd0101
w      081b80804a8    94bd0100
w      081b80804ac    97000101
w      081b80804b0    b0000064
w      081b80804b4    00000000
w      081b80804b8    500701c8
w      081b80804bc    10480006
w      081b80804c0    200041e1
w      081b80804c4    91c80600
w      081b80804c8    91500404
w      081b80804cc    200001c1
w      081b80804d0    10480006
w      081b80804d4    610701c8
w      081b80804d8    00000000
w      081b80804dc    b00007d0
w      081b80804e0    91600c0c
w      081b80804e4    9161f8f8
w      081b80804e8    91623f3f
w      081b80804ec    97000202
w      081b80804f0    b0000064
w      081b80804f4    91601010
w      081b80804f8    91610101
w      081b80804fc    9160e0e0
w      081b8080500    93e00303
w      081b8080504    00000000
w      081b8080508    00000000
w      081b808050c    00000000
w      081b8080510    93e00300
w      081b8080514    50270298
w      081b8080518    10490003
w      081b808051c    50470298
w      081b8080520    104a00c0
w      081b8080524    200049e6
w      081b8080528    9298c301
w      081b808052c    91c40202
w      081b8080530    91b44000
w      081b8080534    91600c00
w      081b8080538    91610100
w      081b808053c    91b44040
w      081b8080540    b0000064
w      081b8080544    9160f000
w      081b8080548    10490003
w      081b808054c    61270298
w      081b8080550    200009c6
w      081b8080554    104a00c0
w      081b8080558    61470298
w      081b808055c    91c40200
w      081b8080560    97000200
w      081b8080564    b0000064
w      081b8080568    91600c00
w      081b808056c    91611800
w      081b8080570    500706e4
w      081b8080574    1008c000
w      081b8080578    10180001
w      081b808057c    200041ee
w      081b8080580    502706e4
w      081b8080584    1059000e
w      081b8080588    200045f1
w      081b808058c    4081016a
w      081b8080590    500706e4
w      081b8080594    10480007
w      081b8080598    502706e4
w      081b808059c    10490038
w      081b80805a0    200045e3
w      081b80805a4    4041016c
w      081b80805a8    9161e000
w      081b80805ac    91623f00
w      081b80805b0    00000000
w      081b80805b4    500701c8
w      081b80805b8    10480006
w      081b80805bc    200041e1
w      081b80805c0    91c80600
w      081b80805c4    b0000005
w      081b80805c8    91500400
w      081b80805cc    200001c1
w      081b80805d0    10480006
w      081b80805d4    610701c8
w      081b80805d8    91540101
w      081b80805dc    94690c00
w      081b80805e0    947f0400
w      081b80805e4    97000100
w      081b80805e8    b0000064
w      081b80805ec    97000c00
w      081b80805f0    97010100
w      081b80805f4    b0000064
w      081b80805f8    50270494
w      081b80805fc    10490003
w      081b8080600    50470494
w      081b8080604    104a0300
w      081b8080608    200049e8
w      081b808060c    50670494
w      081b8080610    104b00c0
w      081b8080614    20004de6
w      081b8080618    e0000010
w      081b808061c    e0000098
w      081b8080620    41c0018d
w      081b8080624    34000207
w      081b8080628    61070494
w      081b808062c    b0000005
w      081b8080630    40000188
w      081b8080634    e0000020
w      081b8080638    e00000a8
w      081b808063c    41c00196
w      081b8080640    34000207
w      081b8080644    200041c8
w      081b8080648    61070494
w      081b808064c    b0000005
w      081b8080650    200041e8
w      081b8080654    4000018f
w      081b8080658    e0000030
w      081b808065c    e00000b8
w      081b8080660    41c0019f
w      081b8080664    34000207
w      081b8080668    200041c6
w      081b808066c    61070494
w      081b8080670    b0000005
w      081b8080674    200041e6
w      081b8080678    40000198
w      081b808067c    94bd1000
w      081b8080680    94bcff00
w      081b8080684    94bd0101
w      081b8080688    94bd0100
w      081b808068c    9469c000
w      081b8080690    946a3f00
w      081b8080694    94692020
w      081b8080698    94692000
w      081b808069c    b0000005
w      081b80806a0    915c0800
w      081b80806a4    91510100
w      081b80806a8    915c1000
w      081b80806ac    104903c3
w      081b80806b0    61270494
w      081b80806b4    91610600
w      081b80806b8    91624200
w      081b80806bc    91600100
w      081b80806c0    915c6700
w      081b80806c4    91500800
w      081b80806c8    91540100
w      081b80806cc    00000000
w      081b80806d0    91501000
w      081b80806d4    91504000
w      081b80806d8    00000000
w      081b80806dc    c0000000
w      081b80806e0    91b54040
w      081b80806e4    91b48080
w      081b80806e8    91b62424
w      081b80806ec    91b40202
w      081b80806f0    91b68080
w      081b80806f4    91b40101
w      081b80806f8    96217f7f
w      081b80806fc    96227f7f
w      081b8080700    96217f00
w      081b8080704    96227f00
w      081b8080708    91b54000
w      081b808070c    91b48000
w      081b8080710    91b62400
w      081b8080714    91b40200
w      081b8080718    91b68000
w      081b808071c    91b42100
w      081b8080720    44000000
w      081b8080724    c0000000
w      081b8080728    f00001b8
w      081b808072c    c0000000
w      081b8080730    44000000
w      081b8080734    94700400
w      081b8080738    93900100
w      081b808073c    44000000
w      081b8080740    500706e4
w      081b8080744    1008c000
w      081b8080748    10180001
w      081b808074c    200041ee
w      081b8080750    10410007
w      081b8080754    1049ffff
w      081b8080758    404101e5
w      081b808075c    500706e4
w      081b8080760    10480007
w      081b8080764    502706e4
w      081b8080768    10490038
w      081b808076c    200045e3
w      081b8080770    408101e5
w      081b8080774    500706e4
w      081b8080778    104803c0
w      081b808077c    200041e6
w      081b8080780    502706e4
w      081b8080784    10493c00
w      081b8080788    200045ea
w      081b808078c    408101e5
w      081b8080790    c0000000
w      081b8080794    44000000
w      081b8080798    50070298
w      081b808079c    10480003
w      081b80807a0    41c001f5
w      081b80807a4    500706cc
w      081b80807a8    10580020
w      081b80807ac    420001f4
w      081b80807b0    d000000a
w      081b80807b4    10480001
w      081b80807b8    610701c4
w      081b80807bc    200001e1
w      081b80807c0    200001ca
w      081b80807c4    10480400
w      081b80807c8    61070298
w      081b80807cc    400001f5
w      081b80807d0    91c40101
w      081b80807d4    44000000
w      081b80807d8    94b0ff80
w      081b80807dc    94b1ffd4
w      081b80807e0    92980301
w      081b80807e4    f00001e6
w      081b80807e8    f00001d0
w      081b80807ec    f00001cd
w      081b80807f0    94c01e12
w      081b80807f4    91c80101
w      081b80807f8    96ec2e08
w      081b80807fc    924c1010
w      081b8080800    92980301
w      081b8080804    92c4c000
w      081b8080808    92c57f21
w      081b808080c    94960600
w      081b8080810    d0000006
w      081b8080814    1048000f
w      081b8080818    610701c0
w      081b808081c    f00001cb
w      081b8080820    00000000
w      081b8080824    94b0ff80
w      081b8080828    94b1ffd4
w      081b808082c    92980301
w      081b8080830    f00001e6
w      081b8080834    f00001d0
w      081b8080838    f00001cd
w      081b808083c    94c01e12
w      081b8080840    91c80100
w      081b8080844    96ec2e06
w      081b8080848    924c1010
w      081b808084c    92980301
w      081b8080850    92c4c000
w      081b8080854    92c57f21
w      081b8080858    94960606
w      081b808085c    d0000006
w      081b8080860    1048000f
w      081b8080864    610701c0
w      081b8080868    f00001cb
w      081b808086c    00000000
w      081b8080870    94b0ff80
w      081b8080874    94b1ffd4
w      081b8080878    92980300
w      081b808087c    f00001e6
w      081b8080880    f00001d0
w      081b8080884    f00001cd
w      081b8080888    94c01e12
w      081b808088c    91c80100
w      081b8080890    96ec2e06
w      081b8080894    924c1000
w      081b8080898    92980300
w      081b808089c    92c4c000
w      081b80808a0    92c57f21
w      081b80808a4    94960600
w      081b80808a8    d0000006
w      081b80808ac    1048000f
w      081b80808b0    610701c0
w      081b80808b4    f00001cb
w      081b80808b8    00000000
w      081b80808bc    94b0ff40
w      081b80808c0    94b1ffce
w      081b80808c4    92980300
w      081b80808c8    f00001e6
w      081b80808cc    f00001d0
w      081b80808d0    f00001cd
w      081b80808d4    94c01e12
w      081b80808d8    91c80100
w      081b80808dc    96ec2e06
w      081b80808e0    924c1000
w      081b80808e4    92980300
w      081b80808e8    92c4c000
w      081b80808ec    92c57f21
w      081b80808f0    94960600
w      081b80808f4    d0000006
w      081b80808f8    1048000f
w      081b80808fc    610701c0
w      081b8080900    f00001cb
w      081b8080904    00000000
w      081b8080908    94b0ff00
w      081b808090c    94b1ffa5
w      081b8080910    92980300
w      081b8080914    f00001e6
w      081b8080918    f00001d0
w      081b808091c    f00001cd
w      081b8080920    94c01e12
w      081b8080924    91c80100
w      081b8080928    96ec2e04
w      081b808092c    924c1000
w      081b8080930    92980300
w      081b8080934    92c4c000
w      081b8080938    92c57f21
w      081b808093c    94960600
w      081b8080940    d0000006
w      081b8080944    1048000f
w      081b8080948    610701c0
w      081b808094c    f00001cb
w      081b8080950    00000000
w      081b8080954    00000000
w      081b8080958    c0000000
w      081b808095c    00000000
w      081b8080960    c0000000
w      081b8080964    00000000
w      081b8080968    c0000000
w      081b808096c    00000000
w      081b8080970    c0000000
w      081b8080974    00000000
w      081b8080978    c0000000
w      081b808097c    00000000
w      081b8080980    c0000000
w      081b8080984    00000000
w      081b8080988    c0000000
w      081b808098c    00000000
w      081b8080990    c0000000
w      081b8080994    00000000
w      081b8080998    c0000000
w      081b808099c    00000000
w      081b80809a0    c0000000
w      081b80809a4    00000000
w      081b80809a8    c0000000
w      081b80809ac    00000000
w      081b80809b0    c0000000
w      081b9000008    00000005
w      081b900000c    0038000c
w      081b9000010    001a0000
w      081b9000038    00480024
w      081b900003c    00000400
w      081b9000088    00000000
w      081b900008c    3f800000
w      081b9000094    00002326
w      081b90000a8    0000000d
w      081b90000b8    00000501
w      081b90000c0    000000c6
w      081b90000d8    00000036
w      081b90000dc    00240021
w      081b90000e0    00210001
w      081b90000e4    00000034
w      081b90000e8    00200019
w      081b90000ec    00000035
w      081b90000f0    00000037
w      081b9040000    00000021
w      081b9040150    00000001
w      081b9040164    00000001
w      081b9040168    0000000c
w      081b90401a4    0000000f
w      081b90401b0    00000025
w      081b90401c0    00000060
w      081b90401c4    00000000
w      081b90401cc    00000000
w      081b9040208    00000180
w      081b90402c4    000e0019
w      081b9040348    00000600
w      081b904034c    5933333f
w      081b904036c    00070f00
w      081b904037c    01ff01ff
w      081b904039c    00000000
w      081b90403b8    00000045
w      081b90403c4    001c0004
w      081b90403cc    003f001e
w      081b90403d0    00000000
w      081b90403e0    0000a6e0
w      081b9040494    02a6d171
w      081b904049c    00083def
w      081b90404a0    00007004
w      081b90404a8    00af0064
w      081b90404ac    00000000
w      081b90404c0    00000012
w      081b90404c8    00ff0000
w      081b90404d0    00002326
w      081b90404d4    00000004
w      081b90404dc    00000066
w      081b9040500    0007d470
w      081b9040524    0007d470
w      081b9040548    0007d470
w      081b904056c    0007d470
w      081b9040590    0007d470
w      081b90405b4    0007d470
w      081b90405d8    0007d470
w      081b90405fc    0007d470
w      081b9040628    00000102
w      081b9040658    00000010
w      081b9040660    0269026b
w      081b9040664    000001c9
w      081b9040668    025d025b
w      081b904066c    0261025f
w      081b9040670    02650263
w      081b9040674    00000267
w      081b9040678    016c0143
w      081b904067c    01b30143
w      081b9040680    00ed00e1
w      081b9040684    0142012e
w      081b9040688    01440143
w      081b904068c    01b50176
w      081b9040690    000001b6
w      081b9040694    01420136
w      081b9040698    014200ee
w      081b904069c    020901f6
w      081b90406c0    01000000
w      081b90406cc    00200000
w      081b90406d8    08000000
w      081b90406a0    022f021c
w      081b90406a4    02550242
w      081b90406a8    02590257
w      081b90406ac    000001b7
w      081b9041008    0000fc00
w      081b9041038    00001843
w      081b904105c    7e800000
w      081b9041060    61a8001e
w      081b9041064    000a61a8
w      081b9041068    0000003f
w      081b904106c    000000d8
w      081b9041070    000e0006
w      081b90410b8    0000008d
w      081b90410c0    18408000
w      081b90410c4    00030a20
w      081b90410d8    00083def
w      081b90410dc    00007004
w      081b90410e4    00af0064
w      081b90410e8    00000000
w      081b9041108    00000024
w      081b904110c    25140f04
w      081b904112c    00000005
w      081b9041140    00120000
w      081b9041148    00ff0000
w      081b9041150    00002326
w      081b9041154    00000002
w      081b9041158    00000066
w      081b9041180    00000302
w      081b90411e4    00000001
w      081b90411a4    00000083
w      081b90411a8    00640060
w      081b90411ac    007a0060
w      081b90411b0    00400038
w      081b90411b4    005d005b
w      081b90411b8    00610060
w      081b90411bc    007c0062
w      081b90411c0    00000081
w      081b90411c4    005f0059
w      081b90411c8    005f0041
w      081b90411cc    00a30095
w      081b90411d0    00bf00b1
w      081b90411d4    00db00cd
w      081b90411d8    00df00dd
w      081b90411dc    00000082
w      081b9042024    04982981
w      081b9042028    0000004c
w      081b904203c    00780033
w      081b9042040    001e0004
w      081b9042060    001f902d
w      081b9042064    00000c4e
w      081b904206c    00000f76
w      081b9042070    004c4b20
w      081b904207c    031249ff
w      081b9042094    46666777
w      081b9042098    00006664
w      081b90420a0    00000f00
w      081b90420a4    0000003c
w      081b90420a8    00000002
w      081b90420b0    00055d7e
w      081b90420c4    00400873
w      081b90420c8    0000000a
w      081b90420dc    01418ec7
w      081b90420e0    000ec03b
w      081b90420e4    00063ee0
w      081b90420e8    0003b050
w      081b90420f0    12a41041
w      081b90420f4    00000f00
w      081b90420f8    3cfd8f18
w      081b9042100    00000f00
w      081b9042104    00000f00
w      081b9042108    0000aa0a
w      081b9080000    00100440
w      081b9080004    913c0808
w      081b9080008    913d0202
w      081b908000c    913c4040
w      081b9080010    91581010
w      081b9080014    91680202
w      081b9080018    b0000005
w      081b908001c    900d7f00
w      081b9080020    903a0100
w      081b9080024    9038fea0
w      081b9080028    9039ff02
w      081b908002c    903a7c20
w      081b9080030    903cff00
w      081b9080034    903d0f04
w      081b9080038    903a0101
w      081b908003c    913d0101
w      081b9080040    913c2020
w      081b9080044    913c1010
w      081b9080048    91586c6c
w      081b908004c    91680404
w      081b9080050    b0000064
w      081b9080054    915c0202
w      081b9080058    91690301
w      081b908005c    b0000005
w      081b9080060    91690404
w      081b9080064    d0000004
w      081b9080068    200001c1
w      081b908006c    104803fe
w      081b9080070    61070010
w      081b9080074    90110404
w      081b9080078    91680808
w      081b908007c    b0000064
w      081b9080080    00000000
w      081b9080084    91680800
w      081b9080088    b0000064
w      081b908008c    90110400
w      081b9080090    00000000
w      081b9080094    91690400
w      081b9080098    b0000005
w      081b908009c    91680400
w      081b90800a0    b0000064
w      081b90800a4    91586c00
w      081b90800a8    913c3000
w      081b90800ac    913d0500
w      081b90800b0    91680200
w      081b90800b4    b000000a
w      081b90800b8    91581000
w      081b90800bc    90a00700
w      081b90800c0    915c0200
w      081b90800c4    913cc000
w      081b90800c8    913d0200
w      081b90800cc    913c0800
w      081b90800d0    00000000
w      081b90800d4    c0000000
w      081b90800d8    c0000000
w      081b90800dc    c0000000
w      081b90800e0    90db8000
w      081b90800e4    90390100
w      081b90800e8    900c0202
w      081b90800ec    900d0101
w      081b90800f0    900c0808
w      081b90800f4    90180202
w      081b90800f8    901c0202
w      081b90800fc    00000000
w      081b9080100    900d0202
w      081b9080104    00000000
w      081b9080108    90100303
w      081b908010c    900c4040
w      081b9080110    90200200
w      081b9080114    b0000064
w      081b9080118    90200202
w      081b908011c    900c2020
w      081b9080120    90185c5c
w      081b9080124    90100300
w      081b9080128    90200100
w      081b908012c    b0000064
w      081b9080130    90200101
w      081b9080134    90240c0c
w      081b9080138    90250101
w      081b908013c    b0000064
w      081b9080140    901c9898
w      081b9080144    901d0101
w      081b9080148    901c0101
w      081b908014c    900c8080
w      081b9080150    90182020
w      081b9080154    913cff00
w      081b9080158    913d0101
w      081b908015c    913d0100
w      081b9080160    90db8080
w      081b9080164    90240101
w      081b9080168    b0000064
w      081b908016c    90ec1f1f
w      081b9080170    901c6464
w      081b9080174    90ec0100
w      081b9080178    b0000001
w      081b908017c    00000000
w      081b9080180    90ec0101
w      081b9080184    901c6400
w      081b9080188    90240100
w      081b908018c    b0000064
w      081b9080190    00000000
w      081b9080194    9108c000
w      081b9080198    911b0400
w      081b908019c    901c9800
w      081b90801a0    901d0100
w      081b90801a4    901c0100
w      081b90801a8    90240c00
w      081b90801ac    90250100
w      081b90801b0    b0000064
w      081b90801b4    913d1000
w      081b90801b8    913cff00
w      081b90801bc    913d0101
w      081b90801c0    913d0100
w      081b90801c4    910aff00
w      081b90801c8    91090202
w      081b90801cc    91090200
w      081b90801d0    b0000005
w      081b90801d4    90100303
w      081b90801d8    900c2000
w      081b90801dc    90187c00
w      081b90801e0    900cc000
w      081b90801e4    90100300
w      081b90801e8    00000000
w      081b90801ec    900d0200
w      081b90801f0    901c0200
w      081b90801f4    90180200
w      081b90801f8    900c0800
w      081b90801fc    900d0100
w      081b9080200    900c0200
w      081b9080204    00000000
w      081b9080208    c0000000
w      081b908020c    c0000000
w      081b9080210    50070034
